"time","toolid","moduleid","type","event","action","caller","recipeid","recipestepno","acttime","lotid","carrierid","slotno","waferid","message","uuid"
2024-01-04 13:30:21.090,tesla_sensor,model_3,D,MFC3 MVC,ON,SPT PROCESS,"",0,0,"","",0,"","","534d3116-ac53-430c-8148-d51fb02bcee7"
2024-01-04 13:30:21.090,tesla_sensor,model_3,D,MFC3 MVC,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",df4e9b29-b5dc-4160-a40a-73f16bdb0479
2024-01-04 13:30:21.100,tesla_sensor,model_3,D,MFC1 IAC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",f6e247fb-d1b2-4292-b370-6063d4759083
2024-01-04 13:30:21.110,tesla_sensor,model_3,S,RESUME,STEP START,"","",0,0,"","",0,"","",b68f2fe7-357e-481e-8da7-12cdfa0b7517
2024-01-04 13:30:21.110,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",d99f1dfd-c8c4-40c8-ad4d-ed7a99ffd08b
2024-01-04 13:30:21.110,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","13f2265e-8833-40fc-a732-c18f076bae2e"
2024-01-04 13:30:21.110,tesla_sensor,model_3,D,MAGNET RESET,ON,RESUME,"",0,0,"","",0,"","","735495c7-e3dd-4426-9513-d295a301f9a3"
2024-01-04 13:30:22.110,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",4,0,"","",0,"",STEP04,"6c349287-3e89-4cca-8a03-f6c76cb4526b"
2024-01-04 13:30:22.110,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",5,0,"","",0,"",STEP05,"6f041166-018c-4e9c-b8c4-ada392264aae"
2024-01-04 13:30:22.110,tesla_sensor,model_3,D,MAGNET RESET,COMPLETE,RESUME,"",0,1000,"","",0,"","01.0Sec","7408ae6f-7f3d-4bcb-849d-4d0132e6e939"
2024-01-04 13:30:22.110,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","20e2b7dc-b04e-41a8-8d1d-c78ab2907e0c"
2024-01-04 13:30:22.110,tesla_sensor,model_3,D,MFC3 MVC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","963f4646-7a7e-43df-aa8f-23924ea74ddf"
2024-01-04 13:30:22.130,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","944974ce-2817-479b-81a3-5700ea2f7f55"
2024-01-04 13:30:22.130,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",fd785d6b-3abd-4878-8fe3-0b55f95a01f4
2024-01-04 13:30:22.130,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",c61e53f7-445e-4597-a427-7b5b49a80a3f
2024-01-04 13:30:22.130,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","15eb5aad-24a6-4247-ba32-e6719fc02e18"
2024-01-04 13:30:22.130,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","65b59f6e-e824-498c-87da-fd03a2a4c512"
2024-01-04 13:30:22.130,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",db1cab16-e64d-4bc8-8a79-4968bb302e3f
2024-01-04 13:30:22.140,tesla_sensor,model_3,D,MFC1 IAC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",dd0ec011-4593-4a69-8ea8-e4987b5084cb
2024-01-04 13:30:22.160,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","72569a1b-58c8-46b7-8372-3ee8c732a3c9"
2024-01-04 13:30:22.160,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","0abfc861-dd38-40d9-b96c-9e934ba59c72"
2024-01-04 13:30:24.770,tesla_sensor,model_3,D,IG FIL,COMPLETE,"","",0,2600,"","",0,"","02.6Sec","94b8f163-1634-47b4-970b-97ecf460c9d5"
2024-01-04 13:30:24.780,tesla_sensor,model_3,S,RESUME,STEP END,"","",0,0,"","",0,"","","4abe230f-414f-41d0-9bfa-c6c21d442287"
2024-01-04 13:31:22.160,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",5,0,"","",0,"",STEP05,"2f6d6b2a-eea5-4616-bfa1-16a5a5e1b259"
2024-01-04 13:31:22.160,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",6,0,"","",0,"",STEP06,"5d2607fe-62fb-4a3f-94be-a648a5f96ab0"
2024-01-04 13:31:22.160,tesla_sensor,model_3,D,PRCS1 PS,OFF,SPT PROCESS,"",0,0,"","",0,"","",ac21a1c5-5f40-4727-a0ed-e578cd9f47e3
2024-01-04 13:31:22.160,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","3865e7fa-5027-4a1a-8bee-f5b9be58674b"
2024-01-04 13:31:22.190,tesla_sensor,model_3,D,PRCS1 PS,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","2663999e-6278-4784-ba03-7c689777d972"
2024-01-04 13:31:23.200,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",6,0,"","",0,"",STEP06,"449d0bbf-227f-4008-ba78-60ba93b31f5f"
2024-01-04 13:31:23.200,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",7,0,"","",0,"",STEP07,"9359c29a-cc47-4e74-8c0a-c4c2755b60e0"
2024-01-04 13:31:23.210,tesla_sensor,model_3,D,MFC1 MVC,ON,SPT PROCESS,"",0,0,"","",0,"","","6df4e2ff-178e-4418-9cf8-d780f2c5f7dd"
2024-01-04 13:31:23.210,tesla_sensor,model_3,D,MFC1 MVC,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","6e370ed3-6ec4-400c-99af-0fef76e4f51e"
2024-01-04 13:31:23.210,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","6c0325ca-376c-4e9e-8be9-20d7ad747acb"
2024-01-04 13:31:23.220,tesla_sensor,model_3,D,GAS3 INLETV,OPEN,SPT PROCESS,"",0,0,"","",0,"","","8f8bf16f-afd3-4a4a-bfbe-e54226b18653"
2024-01-04 13:31:23.220,tesla_sensor,model_3,D,GAS3 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",c890e939-a47a-4039-9a18-73ed5a95d818
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,MFC1 INLETV,CLOSE,SPT PROCESS,"",0,0,"","",0,"","",e0d4da75-334e-44a1-a3fc-68b6dff9c0e2
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,MFC1 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","1bfddcda-bc8e-40f9-8022-1afe7176d1f1"
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,GAS1 INLETV,CLOSE,SPT PROCESS,"",0,0,"","",0,"","",e6367913-a69a-4e74-b9c9-664d004c1273
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,GAS1 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","9a8cf7db-9605-4f79-a121-faa4359f3b86"
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",db8d37bc-2187-44d5-aeba-35daf3f7c5da
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",a70eb932-c12b-4eeb-ae7f-27b4c1d2c885
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,MFC3 INLETV,OPEN,SPT PROCESS,"",0,0,"","",0,"","",dde08858-83b8-4d56-bf00-4c22c4b648e7
2024-01-04 13:31:23.230,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",e7461010-b7a6-49c6-b645-a1f22ee7a659
2024-01-04 13:31:23.900,tesla_sensor,model_3,E,IG FIL,ON               WATCH ERROR,IG FIL ON,"",0,0,"","",0,"","","5b45b616-1bb1-486d-aaf0-01760d96beed"
2024-01-04 13:31:24.230,tesla_sensor,model_3,D,MFC1 MVO,ON,SPT PROCESS,"",0,0,"","",0,"","",d61fe25e-2a94-4d52-b9d2-a82586805f4b
2024-01-04 13:31:24.230,tesla_sensor,model_3,D,MFC1 MVO,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","5d76c8a2-f634-4aa4-a38e-ec08fd66365c"
2024-01-04 13:31:25.250,tesla_sensor,model_3,D,MFC1 MVC,ON,SPT PROCESS,"",0,0,"","",0,"","",cb957816-d525-4120-8cf0-e9c09708cf62
2024-01-04 13:31:25.250,tesla_sensor,model_3,D,MFC1 MVC,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","693e1cfa-d4c1-4318-b605-f69225a860b7"
2024-01-04 13:31:25.260,tesla_sensor,model_3,D,MFC3 IAC,ON,SPT PROCESS,"",0,0,"","",0,"","",a3825cca-9d6e-47e8-94d5-c831713d47d6
2024-01-04 13:31:25.420,tesla_sensor,model_3,D,MFC3 IAC,COMPLETE,SPT PROCESS,"",0,100,"","",0,"","00.1Sec","89471ae0-775d-4598-9035-62c9417d8f72"
2024-01-04 13:31:25.430,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","05f8fe92-6c7b-41fb-a8fe-b7a8bf20e95c"
2024-01-04 13:31:25.430,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","9e501781-f6d9-4005-b44f-3393adce5d46"
2024-01-04 13:31:30.430,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",7,0,"","",0,"",STEP07,cc7eb2e6-e025-4cd9-a321-c6b8b54a8a3a
2024-01-04 13:31:30.430,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",8,0,"","",0,"",STEP08,b0545207-ff0f-4277-8cf2-a2c9dc8565f1
2024-01-04 13:31:30.440,tesla_sensor,model_3,D,PRCS1 PS,ON,SPT PROCESS,"",0,0,"","",0,"","",e5383b66-8f9f-40cb-b3f9-207af1501ab8
2024-01-04 13:31:30.440,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",ec1f3ae1-3f78-4bb2-8470-f3cf7569cce9
2024-01-04 13:31:30.470,tesla_sensor,model_3,D,PRCS1 PS,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","57e6f47f-d14c-4c29-977e-888457b325d8"
2024-01-04 13:31:31.490,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","7b02e7d7-364f-4dc6-b083-6acf09aa15a2"
2024-01-04 13:31:31.490,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","62f3b46f-e54c-4dc1-91d8-b28b24f46a79"
2024-01-04 13:31:35.150,tesla_sensor,model_3,S,ABORT,STEP START,"","",0,0,"","",0,"","",fa3a5883-3e7d-4a51-9d50-fdba6e5f4337
2024-01-04 13:31:35.150,tesla_sensor,model_3,S,END,STEP START,"","",0,0,"","",0,"","",fd4dc1f3-58b3-4c5a-a931-9204b35bc8b8
2024-01-04 13:31:35.160,tesla_sensor,model_3,S,STOP,STEP START,"","",0,0,"","",0,"","","1d489ddf-5b43-42a5-970e-390481aec4e9"
2024-01-04 13:31:35.180,tesla_sensor,model_3,S,END PRCS,STEP START,"","",0,0,"","",0,"","",c153464f-375c-404d-91cb-6e4480777ed3
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,CHAMB HTR,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",ab3a513e-08be-446a-b33a-9879de748ca5
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,PUMP HTR,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","9a5af472-81d2-4c55-896c-28065bc57e42"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,AIR PRESS INV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","7d418cdf-e4c4-470a-a708-c03787c3c5f9"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,PRCS1 PS,OFF,END PRCS,"",0,0,"","",0,"","","41c96b83-ff6d-42cd-8f4b-0ef40f725d26"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","8bd7d034-d4a0-4fb7-bdb0-80e6cddd42d3"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,PRCS TRIGGER,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","033b602d-c8a8-486a-b549-12e565f47b93"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","24a8698c-a3f4-4c4c-891d-84bbe374739a"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","88776f67-cf9d-4c73-a411-d962d65c7699"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,MFC3 MVC,ON,END PRCS,"",0,0,"","",0,"","","74b2fd4d-9515-4af2-8c86-e9573cec9a15"
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,MFC3 MVC,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec",de7396f5-87b1-4886-8424-8bd3e2067b41
2024-01-04 13:31:35.180,tesla_sensor,model_3,D,RF1 PLASMA,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","5005dff5-5422-4e90-96aa-12558073c3d4"
2024-01-04 13:31:35.220,tesla_sensor,model_3,D,PRCS1 PS,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec",a977ca04-8e3c-4c79-926b-720e90aec50b
2024-01-04 13:31:35.230,tesla_sensor,model_3,D,IG DEGAS,OFF,END PRCS,"",0,0,"","",0,"","","80480ac7-eaa6-428f-8616-be74f9b237bf"
2024-01-04 13:31:35.230,tesla_sensor,model_3,D,IG DEGAS,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec",ddac8a28-9cdb-405e-9faa-9d256168c0db
2024-01-04 13:31:35.230,tesla_sensor,model_3,D,MAGNET,OFF,END PRCS,"",0,0,"","",0,"","","536715e1-5a40-4f67-8fb8-daf8da1be6fb"
2024-01-04 13:31:35.790,tesla_sensor,model_3,D,MAGNET,COMPLETE,END PRCS,"",0,500,"","",0,"","00.5Sec",e1f57613-e8e8-409f-b03c-732a99106a2d
2024-01-04 13:31:35.810,tesla_sensor,model_3,D,ROUGHV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","17d56dd9-6f52-4c65-b50c-88a88d0dd0fe"
2024-01-04 13:31:35.810,tesla_sensor,model_3,D,VENTV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","7a15584a-a4a1-44f0-a827-faee7c27c682"
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",f26f5f6e-b52b-4ccd-8847-025a4963b876
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","05e8a2cf-5b41-4002-b7cc-e889ea698aa5"
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","4062062a-e20d-4b06-a542-8101f8da0103"
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",c866356b-8db4-4a31-a6c6-bf32a182e15c
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,MFC3 INLETV,CLOSE,END PRCS,"",0,0,"","",0,"","","03d706d5-c567-4ded-a5d6-04a6a360b5f0"
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec","5edbc4e7-37d8-4ece-bbd5-25ce332ff2c4"
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,GAS3 INLETV,CLOSE,END PRCS,"",0,0,"","",0,"","",c4d16f90-d88d-4ca4-a382-736d9543a6ce
2024-01-04 13:31:35.820,tesla_sensor,model_3,D,GAS3 INLETV,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec","7a3d18f9-0ed0-402a-87fe-d38ebeb43b6d"
2024-01-04 13:31:35.840,tesla_sensor,model_3,D,ASST INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","863cb885-2713-49c7-8557-f4bdf1694381"
2024-01-04 13:31:35.850,tesla_sensor,model_3,D,ASST ROUGHV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",a573f2c3-f184-410b-9088-3effa1c607a4
2024-01-04 13:31:35.860,tesla_sensor,model_3,D,ASST CTRLV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","672617f8-24c4-4706-b2e2-e5f77aa3e043"
2024-01-04 13:31:35.870,tesla_sensor,model_3,D,ASST LINE PUMP,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","00969361-99c2-4486-9c9b-b4022dcd2d9e"
2024-01-04 13:31:35.880,tesla_sensor,model_3,D,ASST TMP PUMPV,CLOSE,END PRCS,"",0,0,"","",0,"","",da06bc41-580b-4695-bcb5-e8c02a8d3f37
2024-01-04 13:31:35.880,tesla_sensor,model_3,D,ASST TMP PUMPV,COMPLETE,END PRCS,"",0,0,"","",0,"","00.0Sec",b0b0014c-29ac-4a03-975f-ddc8b82e34dc
2024-01-04 13:31:35.880,tesla_sensor,model_3,D,IG FIL,OFF,STOP,"",0,0,"","",0,"","","65b02e60-c012-43ed-9a82-3d6a25bfb838"
2024-01-04 13:31:35.880,tesla_sensor,model_3,D,IG FIL,COMPLETE,STOP,"",0,0,"","",0,"","00.0Sec",ad158d36-6624-48aa-9d83-589404d7e79f
2024-01-04 13:31:35.880,tesla_sensor,model_3,D,ASST CTRLV,AUTO EXIT,ASST GAS OUT,"",0,0,"","",0,"","","7dcd19ab-9c1b-4bff-9b61-5d28e4a2ad9e"
2024-01-04 13:31:35.880,tesla_sensor,model_3,D,SP DRP,AUTO EXIT,ASST GAS OUT,"",0,0,"","",0,"","","2fbe0a9a-a2fc-4a09-82c0-da8a2f99c742"
2024-01-04 13:31:35.900,tesla_sensor,model_3,D,MAINV,CLOSE,STOP,"",0,0,"","",0,"","",f22c852a-694f-433b-8dda-2e404c6502d9
2024-01-04 13:31:35.900,tesla_sensor,model_3,D,CONDV1,AUTO EXIT,STOP,"",0,0,"","",0,"","",f045c9bf-9d80-4451-92a4-b96122fb1d0b
2024-01-04 13:31:35.900,tesla_sensor,model_3,D,CONDV2,AUTO EXIT,STOP,"",0,0,"","",0,"","","56a9904a-ab77-4639-a9ed-57dad569f7d6"
2024-01-04 13:31:35.900,tesla_sensor,model_3,D,ASST TMP PUMPV,AUTO EXIT,ASST GAS OUT,"",0,0,"","",0,"","","478d16fc-5c14-4e6a-b8fb-61c867e253ca"
2024-01-04 13:31:35.910,tesla_sensor,model_3,D,ASST ROUGHV,OPEN,ASST GAS OUT,"",0,0,"","",0,"","",d8c68877-d4c4-4f28-8f81-c1ec07526d12
2024-01-04 13:31:35.910,tesla_sensor,model_3,D,ASST ROUGHV,COMPLETE,ASST GAS OUT,"",0,0,"","",0,"","00.0Sec","37235523-9b4f-4045-9f73-e0a35d5ba538"
2024-01-04 13:31:35.920,tesla_sensor,model_3,D,ASST LINE PUMP,OPEN,ASST GAS OUT,"",0,0,"","",0,"","",f37f5a76-f733-40a5-889a-eadb750d9a3c
2024-01-04 13:31:35.920,tesla_sensor,model_3,D,ASST LINE PUMP,COMPLETE,ASST GAS OUT,"",0,0,"","",0,"","00.0Sec","30a9313f-fdb3-4cf5-abb4-f11ca37fa35d"
2024-01-04 13:31:35.930,tesla_sensor,model_3,D,ASST ROUGHV,CLOSE,ASST GAS OUT,"",0,0,"","",0,"","","3b1f3f16-4aac-4ed3-ba30-f0ecb3d88775"
2024-01-04 13:31:35.930,tesla_sensor,model_3,D,ASST ROUGHV,COMPLETE,ASST GAS OUT,"",0,0,"","",0,"","00.0Sec",c6073bec-18c4-4854-ac6c-f460c421cb1d
2024-01-04 13:31:35.940,tesla_sensor,model_3,D,ASST TMP PUMPV,OPEN,ASST GAS OUT,"",0,0,"","",0,"","",a36762f0-f7ae-4472-832e-b65f29fdf85d
2024-01-04 13:31:35.940,tesla_sensor,model_3,D,ASST TMP PUMPV,COMPLETE,ASST GAS OUT,"",0,0,"","",0,"","00.0Sec",ba9938cd-b758-4228-8ea6-b436cf9d30b6
2024-01-04 13:31:35.950,tesla_sensor,model_3,D,ASST INLETV,AUTO EXIT,ASST GAS OUT,"",0,0,"","",0,"","",ef1c76da-11dd-4618-9757-232d3790d317
2024-01-04 13:31:37.770,tesla_sensor,model_3,D,MAINV,COMPLETE,STOP,"",0,1800,"","",0,"","01.8Sec","99bffd28-b063-4bbb-83b5-091eeb34ce49"
2024-01-04 13:31:37.780,tesla_sensor,model_3,S,STOP,STEP END,"","",0,0,"","",0,"","",cb637db8-331a-4bc0-9e0c-1eeffd6ab28a
2024-01-04 13:31:37.780,tesla_sensor,model_3,S,ABORT,STEP END,"","",0,0,"","",0,"","","9afc489b-7a7d-493e-9512-53e18ba8d9d5"
2024-01-04 13:32:11.490,tesla_sensor,model_3,D,ASST LINE PUMP,CLOSE,PROCESS,"",0,0,"","",0,"","",ff168800-bd95-43a0-beaf-5b0d4bf2ca84
2024-01-04 13:32:11.490,tesla_sensor,model_3,D,ASST LINE PUMP,COMPLETE,PROCESS,"",0,0,"","",0,"","00.0Sec","70a7adaa-be11-429c-b9a1-f5c1395d2297"
2024-01-04 13:32:12.490,tesla_sensor,model_3,D,MAGNET,COMPLETE,MAG POS CONTROL,"",0,1000,"","",0,"","01.0Sec",d8ba0366-7f83-40d5-ac1f-d11189071d11
2024-01-04 13:32:12.500,tesla_sensor,model_3,D,TM MOVE,ON,MAG POS CONTROL,"",0,0,"","",0,"","",f7724b2c-805c-40cd-9872-8ba7db36dc47
2024-01-04 13:32:13.940,tesla_sensor,model_3,D,TM MOVE,COMPLETE,MAG POS CONTROL,"",0,1400,"","",0,"","01.4Sec",f50b7dc2-6d58-4b7b-b333-96caba48423c
2024-01-04 13:32:13.950,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",da400647-de84-4bc2-821d-bb15a886e59e
2024-01-04 13:32:13.950,tesla_sensor,model_3,D,CTHD WTR OUTV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",ec5b07ff-395f-413a-85a3-6f54d993ba95
2024-01-04 13:32:13.970,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","55482363-7315-4c5f-92ef-26986421d2d0"
2024-01-04 13:32:13.970,tesla_sensor,model_3,D,CTHD WTR INV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",c6af7532-aa2a-44db-9ffe-8cbcc4d466cb
2024-01-04 13:32:13.970,tesla_sensor,model_3,D,MAGNET,AUTO EXIT,MAG POS CONTROL,"",0,0,"","",0,"","","87b9caf1-513e-4898-a85c-443337a53740"
2024-01-04 13:32:13.970,tesla_sensor,model_3,D,ASST LINE PUMP,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",f8fe3be6-e4f7-40ad-a2f1-7d9e2d1791a0
2024-01-04 13:32:13.990,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",1,0,"","",0,"",STEP01,"380a29e1-7890-4551-8df7-7969f31ade81"
2024-01-04 13:32:13.990,tesla_sensor,model_3,D,MAINV,OPEN,SPT PROCESS,"",0,0,"","",0,"","",d25e52c8-43a8-466c-9c3b-0f63080b7882
2024-01-04 13:32:16.100,tesla_sensor,model_3,D,MAINV,COMPLETE,SPT PROCESS,"",0,2100,"","",0,"","02.1Sec","23291dea-9ac1-4f23-aabf-62f2e8dbac18"
2024-01-04 13:32:16.110,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","057e4081-c9d9-4b69-8c0f-cf2e700ad9d8"
2024-01-04 13:32:16.120,tesla_sensor,model_3,D,GAS1 INLETV,OPEN,SPT PROCESS,"",0,0,"","",0,"","","825a53e2-6338-429d-83cb-21b4e3162e6a"
2024-01-04 13:32:16.120,tesla_sensor,model_3,D,GAS1 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",bcc2ade2-5ca3-4af4-a1da-28fbcecbc690
2024-01-04 13:32:16.120,tesla_sensor,model_3,D,GAS3 INLETV,OPEN,SPT PROCESS,"",0,0,"","",0,"","","3ed08d29-1dd1-4de0-8481-00a4198bd20a"
2024-01-04 13:32:16.120,tesla_sensor,model_3,D,GAS3 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",f4226f49-bd9f-48a4-9a25-ca279b96fb4d
2024-01-04 13:32:16.130,tesla_sensor,model_3,D,MFC1 INLETV,OPEN,SPT PROCESS,"",0,0,"","",0,"","","79462748-c9b2-4ef1-a9bc-42a13e02c356"
2024-01-04 13:32:16.130,tesla_sensor,model_3,D,MFC1 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","34601afc-53bf-4b10-bded-17b5f0c585e4"
2024-01-04 13:32:16.130,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",fd94b49f-1701-41f4-b21a-8c34b602f662
2024-01-04 13:32:16.130,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",cffd436d-1afa-48c0-b708-11451000dfa6
2024-01-04 13:32:16.130,tesla_sensor,model_3,D,MFC3 INLETV,OPEN,SPT PROCESS,"",0,0,"","",0,"","","703e59de-b696-474c-b051-6d7b946ebff9"
2024-01-04 13:32:16.130,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","238cc148-a069-4baa-abb1-3d86fe8f4b0a"
2024-01-04 13:32:17.140,tesla_sensor,model_3,D,MFC2 MVO,ON,SPT PROCESS,"",0,0,"","",0,"","","20f56bae-9536-441c-9def-ccc38e9ebecc"
2024-01-04 13:32:17.140,tesla_sensor,model_3,D,MFC2 MVO,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec","92f931b7-d794-4bc2-92f4-1a01750cb357"
2024-01-04 13:32:18.150,tesla_sensor,model_3,D,MFC2 MVC,ON,SPT PROCESS,"",0,0,"","",0,"","","8de440ae-2d3a-4a3a-9529-84321b14f5aa"
2024-01-04 13:32:18.150,tesla_sensor,model_3,D,MFC2 MVC,COMPLETE,SPT PROCESS,"",0,0,"","",0,"","00.0Sec",f63cfe88-5395-481a-9041-7b75b2970769
2024-01-04 13:32:18.160,tesla_sensor,model_3,D,MFC1 IAC,ON,SPT PROCESS,"",0,0,"","",0,"","","02d41535-3fb8-4dcd-91c3-65a2a5cb77e0"
